Subject,NFC,Ad_Trial,Ad_Real_No,Gender,Age,Education,Nationality_Participant,MarketingExperience,RT,Appreciation,Effectiveness,Humour,Complexity1,Complexity2,Advert_Nationality
1005,0.333333333,11,16,Male,18-24,A-Level,Spanish,No,10756,3,4,1,Simple,Metonymy,Spanish
1005,0.333333333,12,20,Male,18-24,A-Level,Spanish,No,7198,5,4,2,Complex,Metaphtonymy,Spanish
1005,0.333333333,13,21,Male,18-24,A-Level,Spanish,No,5986,5,5,2,Simple,Metaphor,Spanish
1005,0.333333333,14,22,Male,18-24,A-Level,Spanish,No,12728,5,5,1,Complex,Metaphtonymy,Spanish
1005,0.333333333,15,23,Male,18-24,A-Level,Spanish,No,9927,4,5,2,Complex,Metaphtonymy,Spanish
1005,0.333333333,16,24,Male,18-24,A-Level,Spanish,No,7555,5,4,1,Complex,Metaphtonymy,Spanish
1005,0.333333333,17,25,Male,18-24,A-Level,Spanish,No,8364,4,4,2,Simple,Metaphor,Spanish
1005,0.333333333,18,26,Male,18-24,A-Level,Spanish,No,8949,5,4,2,Complex,Metonymic chain,Spanish
1005,0.333333333,19,27,Male,18-24,A-Level,Spanish,No,15476,5,5,3,Simple,Metonymy,Spanish
1005,0.333333333,20,28,Male,18-24,A-Level,Spanish,No,7515,5,5,1,Simple,Metaphor,Spanish
1005,0.333333333,21,29,Male,18-24,A-Level,Spanish,No,12354,4,5,2,Simple,Metonymy,British
1005,0.333333333,22,30,Male,18-24,A-Level,Spanish,No,10812,3,5,2,Simple,Metaphor,British
1005,0.333333333,23,33,Male,18-24,A-Level,Spanish,No,2673,4,5,2,Complex,Metaphtonymy,British
1005,0.333333333,24,36,Male,18-24,A-Level,Spanish,No,7217,4,4,2,Complex,Metaphtonymy,British
1005,0.333333333,25,37,Male,18-24,A-Level,Spanish,No,18459,5,4,1,Complex,Metaphtonymy,British
1005,0.333333333,26,38,Male,18-24,A-Level,Spanish,No,8170,4,5,2,Simple,Metaphor,British
1005,0.333333333,27,39,Male,18-24,A-Level,Spanish,No,15491,5,4,2,Simple,Metonymy,British
1005,0.333333333,28,40,Male,18-24,A-Level,Spanish,No,7540,5,4,2,Simple,Metaphor,British
1005,0.333333333,29,41,Male,18-24,A-Level,Spanish,No,11328,4,5,2,Complex,Metaphtonymy,British
1005,0.333333333,30,42,Male,18-24,A-Level,Spanish,No,6556,2,5,1,Complex,Metaphtonymy,British
1006,-0.333333333,1,1,Male,18-24,A-Level,Spanish,Yes,4281,4,4,2,Complex,Metaphtonymy,Chinese
1006,-0.333333333,2,2,Male,18-24,A-Level,Spanish,Yes,6244,4,4,2,Complex,Metaphtonymy,Chinese
1006,-0.333333333,3,3,Male,18-24,A-Level,Spanish,Yes,7404,4,4,3,Complex,Metaphtonymy,Chinese
1006,-0.333333333,4,4,Male,18-24,A-Level,Spanish,Yes,7174,5,4,1,Complex,Metaphtonymy,Chinese
1006,-0.333333333,5,5,Male,18-24,A-Level,Spanish,Yes,6240,3,4,1,Complex,Metaphtonymy,Chinese
1006,-0.333333333,6,6,Male,18-24,A-Level,Spanish,Yes,11295,1,2,1,Simple,Metaphor,Chinese
1006,-0.333333333,7,7,Male,18-24,A-Level,Spanish,Yes,13698,4,4,1,Simple,Metonymy,Chinese
1006,-0.333333333,8,8,Male,18-24,A-Level,Spanish,Yes,13068,2,4,1,Complex,Metonymic chain,Chinese
1006,-0.333333333,9,11,Male,18-24,A-Level,Spanish,Yes,7006,4,4,1,Complex,Metaphoric complex,Chinese
1006,-0.333333333,10,13,Male,18-24,A-Level,Spanish,Yes,6645,4,4,1,Complex,Metaphoric complex,Chinese
1006,-0.333333333,11,16,Male,18-24,A-Level,Spanish,Yes,8892,3,4,1,Simple,Metonymy,Spanish
1006,-0.333333333,12,20,Male,18-24,A-Level,Spanish,Yes,11253,4,5,2,Complex,Metaphtonymy,Spanish
1006,-0.333333333,13,21,Male,18-24,A-Level,Spanish,Yes,4385,4,4,3,Simple,Metaphor,Spanish
1006,-0.333333333,14,22,Male,18-24,A-Level,Spanish,Yes,6459,4,3,1,Complex,Metaphtonymy,Spanish
1006,-0.333333333,15,23,Male,18-24,A-Level,Spanish,Yes,5387,3,3,1,Complex,Metaphtonymy,Spanish
1006,-0.333333333,16,24,Male,18-24,A-Level,Spanish,Yes,8372,5,5,1,Complex,Metaphtonymy,Spanish
1006,-0.333333333,17,25,Male,18-24,A-Level,Spanish,Yes,12545,3,4,2,Simple,Metaphor,Spanish
1006,-0.333333333,18,26,Male,18-24,A-Level,Spanish,Yes,5548,5,4,2,Complex,Metonymic chain,Spanish
1006,-0.333333333,19,27,Male,18-24,A-Level,Spanish,Yes,20093,1,3,1,Simple,Metonymy,Spanish
1006,-0.333333333,20,28,Male,18-24,A-Level,Spanish,Yes,5099,4,4,1,Simple,Metaphor,Spanish
1006,-0.333333333,21,29,Male,18-24,A-Level,Spanish,Yes,9107,3,3,1,Simple,Metonymy,British
1006,-0.333333333,22,30,Male,18-24,A-Level,Spanish,Yes,25701,2,1,1,Simple,Metaphor,British
1006,-0.333333333,23,33,Male,18-24,A-Level,Spanish,Yes,3213,5,4,2,Complex,Metaphtonymy,British
1006,-0.333333333,24,36,Male,18-24,A-Level,Spanish,Yes,7921,4,4,2,Complex,Metaphtonymy,British
1006,-0.333333333,25,37,Male,18-24,A-Level,Spanish,Yes,13943,4,4,1,Complex,Metaphtonymy,British
1006,-0.333333333,26,38,Male,18-24,A-Level,Spanish,Yes,7424,4,4,3,Simple,Metaphor,British
1006,-0.333333333,27,39,Male,18-24,A-Level,Spanish,Yes,12258,5,5,4,Simple,Metonymy,British
1006,-0.333333333,28,40,Male,18-24,A-Level,Spanish,Yes,21054,2,2,1,Simple,Metaphor,British
1006,-0.333333333,29,41,Male,18-24,A-Level,Spanish,Yes,86970,1,1,1,Complex,Metaphtonymy,British
1006,-0.333333333,30,42,Male,18-24,A-Level,Spanish,Yes,4930,5,5,1,Complex,Metaphtonymy,British
1025,0.611111111,1,1,Male,18-24,A-Level,Spanish,No,3849,5,5,3,Complex,Metaphtonymy,Chinese
1025,0.611111111,2,2,Male,18-24,A-Level,Spanish,No,3836,5,5,3,Complex,Metaphtonymy,Chinese
1025,0.611111111,3,3,Male,18-24,A-Level,Spanish,No,5858,2,2,1,Complex,Metaphtonymy,Chinese
1025,0.611111111,4,4,Male,18-24,A-Level,Spanish,No,11691,4,4,2,Complex,Metaphtonymy,Chinese
1025,0.611111111,5,5,Male,18-24,A-Level,Spanish,No,5371,3,4,1,Complex,Metaphtonymy,Chinese
1025,0.611111111,6,6,Male,18-24,A-Level,Spanish,No,7452,2,3,1,Simple,Metaphor,Chinese
1025,0.611111111,7,7,Male,18-24,A-Level,Spanish,No,2320,4,5,3,Simple,Metonymy,Chinese
1025,0.611111111,8,8,Male,18-24,A-Level,Spanish,No,6131,4,4,1,Complex,Metonymic chain,Chinese
1025,0.611111111,9,11,Male,18-24,A-Level,Spanish,No,5155,4,4,2,Complex,Metaphoric complex,Chinese
1025,0.611111111,10,13,Male,18-24,A-Level,Spanish,No,8680,3,3,1,Complex,Metaphoric complex,Chinese
1025,0.611111111,11,16,Male,18-24,A-Level,Spanish,No,6630,2,3,1,Simple,Metonymy,Spanish
1025,0.611111111,12,20,Male,18-24,A-Level,Spanish,No,5277,5,5,2,Complex,Metaphtonymy,Spanish
1025,0.611111111,13,21,Male,18-24,A-Level,Spanish,No,2953,4,5,2,Simple,Metaphor,Spanish
1025,0.611111111,14,22,Male,18-24,A-Level,Spanish,No,15897,2,2,1,Complex,Metaphtonymy,Spanish
1025,0.611111111,15,23,Male,18-24,A-Level,Spanish,No,4672,4,4,2,Complex,Metaphtonymy,Spanish
1025,0.611111111,16,24,Male,18-24,A-Level,Spanish,No,5355,3,4,2,Complex,Metaphtonymy,Spanish
1025,0.611111111,17,25,Male,18-24,A-Level,Spanish,No,14386,3,3,1,Simple,Metaphor,Spanish
1025,0.611111111,18,26,Male,18-24,A-Level,Spanish,No,6300,4,4,2,Complex,Metonymic chain,Spanish
1025,0.611111111,19,27,Male,18-24,A-Level,Spanish,No,11426,2,2,1,Simple,Metonymy,Spanish
1025,0.611111111,20,28,Male,18-24,A-Level,Spanish,No,6714,4,5,3,Simple,Metaphor,Spanish
1025,0.611111111,21,29,Male,18-24,A-Level,Spanish,No,9515,5,5,3,Simple,Metonymy,British
1025,0.611111111,22,30,Male,18-24,A-Level,Spanish,No,6777,2,1,1,Simple,Metaphor,British
1025,0.611111111,23,33,Male,18-24,A-Level,Spanish,No,2544,5,5,3,Complex,Metaphtonymy,British
1025,0.611111111,24,36,Male,18-24,A-Level,Spanish,No,3774,4,5,2,Complex,Metaphtonymy,British
1025,0.611111111,25,37,Male,18-24,A-Level,Spanish,No,10164,5,5,1,Complex,Metaphtonymy,British
1025,0.611111111,26,38,Male,18-24,A-Level,Spanish,No,6131,4,4,2,Simple,Metaphor,British
1025,0.611111111,27,39,Male,18-24,A-Level,Spanish,No,10667,4,4,2,Simple,Metonymy,British
1025,0.611111111,28,40,Male,18-24,A-Level,Spanish,No,9045,1,1,1,Simple,Metaphor,British
1025,0.611111111,29,41,Male,18-24,A-Level,Spanish,No,4829,3,4,1,Complex,Metaphtonymy,British
1025,0.611111111,30,42,Male,18-24,A-Level,Spanish,No,6760,4,4,1,Complex,Metaphtonymy,British
1026,0.055555556,1,1,Female,18-24,A-Level,Spanish,No,9215,4,3,1,Complex,Metaphtonymy,Chinese
1026,0.055555556,2,2,Female,18-24,A-Level,Spanish,No,9062,4,4,1,Complex,Metaphtonymy,Chinese
1026,0.055555556,3,3,Female,18-24,A-Level,Spanish,No,10385,4,4,5,Complex,Metaphtonymy,Chinese
1026,0.055555556,4,4,Female,18-24,A-Level,Spanish,No,7297,4,4,1,Complex,Metaphtonymy,Chinese
1026,0.055555556,5,5,Female,18-24,A-Level,Spanish,No,10486,5,4,3,Complex,Metaphtonymy,Chinese
1026,0.055555556,6,6,Female,18-24,A-Level,Spanish,No,28422,4,4,3,Simple,Metaphor,Chinese
1026,0.055555556,7,7,Female,18-24,A-Level,Spanish,No,5299,4,4,1,Simple,Metonymy,Chinese
1026,0.055555556,8,8,Female,18-24,A-Level,Spanish,No,7701,4,4,1,Complex,Metonymic chain,Chinese
1026,0.055555556,9,11,Female,18-24,A-Level,Spanish,No,8867,4,3,1,Complex,Metaphoric complex,Chinese
1026,0.055555556,10,13,Female,18-24,A-Level,Spanish,No,7692,2,3,1,Complex,Metaphoric complex,Chinese
1026,0.055555556,11,16,Female,18-24,A-Level,Spanish,No,25426,4,4,1,Simple,Metonymy,Spanish
1026,0.055555556,12,20,Female,18-24,A-Level,Spanish,No,15836,4,3,1,Complex,Metaphtonymy,Spanish
1026,0.055555556,13,21,Female,18-24,A-Level,Spanish,No,11713,4,4,1,Simple,Metaphor,Spanish
1026,0.055555556,14,22,Female,18-24,A-Level,Spanish,No,7583,5,4,1,Complex,Metaphtonymy,Spanish
1026,0.055555556,15,23,Female,18-24,A-Level,Spanish,No,7236,3,2,1,Complex,Metaphtonymy,Spanish
1026,0.055555556,16,24,Female,18-24,A-Level,Spanish,No,6392,4,4,1,Complex,Metaphtonymy,Spanish
1026,0.055555556,17,25,Female,18-24,A-Level,Spanish,No,14360,3,2,1,Simple,Metaphor,Spanish
1026,0.055555556,18,26,Female,18-24,A-Level,Spanish,No,25332,4,2,1,Complex,Metonymic chain,Spanish
1026,0.055555556,19,27,Female,18-24,A-Level,Spanish,No,20431,3,4,1,Simple,Metonymy,Spanish
1026,0.055555556,20,28,Female,18-24,A-Level,Spanish,No,23763,1,3,1,Simple,Metaphor,Spanish
1026,0.055555556,21,29,Female,18-24,A-Level,Spanish,No,23044,4,4,1,Simple,Metonymy,British
1026,0.055555556,22,30,Female,18-24,A-Level,Spanish,No,20281,3,2,1,Simple,Metaphor,British
1026,0.055555556,23,33,Female,18-24,A-Level,Spanish,No,5809,4,4,1,Complex,Metaphtonymy,British
1026,0.055555556,24,36,Female,18-24,A-Level,Spanish,No,11313,3,4,1,Complex,Metaphtonymy,British
1026,0.055555556,25,37,Female,18-24,A-Level,Spanish,No,21263,4,4,1,Complex,Metaphtonymy,British
1026,0.055555556,26,38,Female,18-24,A-Level,Spanish,No,30415,4,4,1,Simple,Metaphor,British
1026,0.055555556,27,39,Female,18-24,A-Level,Spanish,No,19589,4,4,1,Simple,Metonymy,British
1026,0.055555556,28,40,Female,18-24,A-Level,Spanish,No,14658,4,3,1,Simple,Metaphor,British
1026,0.055555556,29,41,Female,18-24,A-Level,Spanish,No,8993,4,4,2,Complex,Metaphtonymy,British
1026,0.055555556,30,42,Female,18-24,A-Level,Spanish,No,30909,3,2,1,Complex,Metaphtonymy,British
1027,-0.111111111,1,1,Female,18-24,A-Level,Spanish,No,8561,4,5,3,Complex,Metaphtonymy,Chinese
1027,-0.111111111,2,2,Female,18-24,A-Level,Spanish,No,7606,5,5,2,Complex,Metaphtonymy,Chinese
1027,-0.111111111,3,3,Female,18-24,A-Level,Spanish,No,12768,4,4,3,Complex,Metaphtonymy,Chinese
1027,-0.111111111,4,4,Female,18-24,A-Level,Spanish,No,20735,2,3,2,Complex,Metaphtonymy,Chinese
1027,-0.111111111,5,5,Female,18-24,A-Level,Spanish,No,10119,4,4,3,Complex,Metaphtonymy,Chinese
1027,-0.111111111,6,6,Female,18-24,A-Level,Spanish,No,15237,5,4,3,Simple,Metaphor,Chinese
1027,-0.111111111,7,7,Female,18-24,A-Level,Spanish,No,10704,4,5,2,Simple,Metonymy,Chinese
1027,-0.111111111,8,8,Female,18-24,A-Level,Spanish,No,11274,3,3,2,Complex,Metonymic chain,Chinese
1027,-0.111111111,9,11,Female,18-24,A-Level,Spanish,No,14860,5,5,2,Complex,Metaphoric complex,Chinese
1027,-0.111111111,10,13,Female,18-24,A-Level,Spanish,No,18350,3,4,3,Complex,Metaphoric complex,Chinese
1027,-0.111111111,11,16,Female,18-24,A-Level,Spanish,No,9543,4,3,2,Simple,Metonymy,Spanish
1027,-0.111111111,12,20,Female,18-24,A-Level,Spanish,No,10693,3,5,2,Complex,Metaphtonymy,Spanish
1027,-0.111111111,13,21,Female,18-24,A-Level,Spanish,No,8073,3,5,2,Simple,Metaphor,Spanish
1027,-0.111111111,14,22,Female,18-24,A-Level,Spanish,No,21146,5,5,2,Complex,Metaphtonymy,Spanish
1027,-0.111111111,15,23,Female,18-24,A-Level,Spanish,No,12777,3,3,1,Complex,Metaphtonymy,Spanish
1027,-0.111111111,16,24,Female,18-24,A-Level,Spanish,No,9961,4,5,2,Complex,Metaphtonymy,Spanish
1027,-0.111111111,17,25,Female,18-24,A-Level,Spanish,No,7300,4,3,2,Simple,Metaphor,Spanish
1027,-0.111111111,18,26,Female,18-24,A-Level,Spanish,No,10734,4,5,2,Complex,Metonymic chain,Spanish
1027,-0.111111111,19,27,Female,18-24,A-Level,Spanish,No,22997,2,4,2,Simple,Metonymy,Spanish
1027,-0.111111111,20,28,Female,18-24,A-Level,Spanish,No,10585,4,4,3,Simple,Metaphor,Spanish
1027,-0.111111111,21,29,Female,18-24,A-Level,Spanish,No,21044,4,3,2,Simple,Metonymy,British
1027,-0.111111111,22,30,Female,18-24,A-Level,Spanish,No,17522,4,3,2,Simple,Metaphor,British
1027,-0.111111111,23,33,Female,18-24,A-Level,Spanish,No,3898,4,4,3,Complex,Metaphtonymy,British
1027,-0.111111111,24,36,Female,18-24,A-Level,Spanish,No,20784,3,3,2,Complex,Metaphtonymy,British
1027,-0.111111111,25,37,Female,18-24,A-Level,Spanish,No,16641,4,5,1,Complex,Metaphtonymy,British
1027,-0.111111111,26,38,Female,18-24,A-Level,Spanish,No,6475,4,5,3,Simple,Metaphor,British
1027,-0.111111111,27,39,Female,18-24,A-Level,Spanish,No,25624,3,4,2,Simple,Metonymy,British
1027,-0.111111111,28,40,Female,18-24,A-Level,Spanish,No,17114,2,2,2,Simple,Metaphor,British
1027,-0.111111111,29,41,Female,18-24,A-Level,Spanish,No,14491,5,5,3,Complex,Metaphtonymy,British
1027,-0.111111111,30,42,Female,18-24,A-Level,Spanish,No,18042,5,5,1,Complex,Metaphtonymy,British
1028,0,1,1,Female,18-24,A-Level,Spanish,No,6194,4,4,5,Complex,Metaphtonymy,Chinese
1028,0,2,2,Female,18-24,A-Level,Spanish,No,3655,4,4,2,Complex,Metaphtonymy,Chinese
1028,0,3,3,Female,18-24,A-Level,Spanish,No,8662,5,5,3,Complex,Metaphtonymy,Chinese
1028,0,4,4,Female,18-24,A-Level,Spanish,No,12810,4,5,2,Complex,Metaphtonymy,Chinese
1028,0,5,5,Female,18-24,A-Level,Spanish,No,9134,4,4,2,Complex,Metaphtonymy,Chinese
1028,0,6,6,Female,18-24,A-Level,Spanish,No,8910,4,4,2,Simple,Metaphor,Chinese
1028,0,7,7,Female,18-24,A-Level,Spanish,No,5395,4,4,3,Simple,Metonymy,Chinese
1028,0,8,8,Female,18-24,A-Level,Spanish,No,14420,4,4,2,Complex,Metonymic chain,Chinese
1028,0,9,11,Female,18-24,A-Level,Spanish,No,9103,4,4,2,Complex,Metaphoric complex,Chinese
1028,0,10,13,Female,18-24,A-Level,Spanish,No,5840,4,5,2,Complex,Metaphoric complex,Chinese
1028,0,11,16,Female,18-24,A-Level,Spanish,No,6372,4,4,1,Simple,Metonymy,Spanish
1028,0,12,20,Female,18-24,A-Level,Spanish,No,7012,3,4,2,Complex,Metaphtonymy,Spanish
1028,0,13,21,Female,18-24,A-Level,Spanish,No,5583,4,4,3,Simple,Metaphor,Spanish
1028,0,14,22,Female,18-24,A-Level,Spanish,No,8939,5,5,2,Complex,Metaphtonymy,Spanish
1028,0,15,23,Female,18-24,A-Level,Spanish,No,10018,3,2,1,Complex,Metaphtonymy,Spanish
1028,0,16,24,Female,18-24,A-Level,Spanish,No,15329,4,4,2,Complex,Metaphtonymy,Spanish
1028,0,17,25,Female,18-24,A-Level,Spanish,No,6389,4,4,2,Simple,Metaphor,Spanish
1028,0,18,26,Female,18-24,A-Level,Spanish,No,1920,4,4,2,Complex,Metonymic chain,Spanish
1028,0,19,27,Female,18-24,A-Level,Spanish,No,16845,1,2,1,Simple,Metonymy,Spanish
1028,0,20,28,Female,18-24,A-Level,Spanish,No,3587,5,5,2,Simple,Metaphor,Spanish
1028,0,21,29,Female,18-24,A-Level,Spanish,No,5164,3,4,2,Simple,Metonymy,British
1028,0,22,30,Female,18-24,A-Level,Spanish,No,8471,4,4,2,Simple,Metaphor,British
1028,0,23,33,Female,18-24,A-Level,Spanish,No,6224,4,5,3,Complex,Metaphtonymy,British
1028,0,24,36,Female,18-24,A-Level,Spanish,No,10589,4,4,2,Complex,Metaphtonymy,British
1028,0,25,37,Female,18-24,A-Level,Spanish,No,6763,5,5,1,Complex,Metaphtonymy,British
1028,0,26,38,Female,18-24,A-Level,Spanish,No,9340,5,5,2,Simple,Metaphor,British
1028,0,27,39,Female,18-24,A-Level,Spanish,No,15390,2,3,1,Simple,Metonymy,British
1028,0,28,40,Female,18-24,A-Level,Spanish,No,16983,1,1,1,Simple,Metaphor,British
1028,0,29,41,Female,18-24,A-Level,Spanish,No,10682,3,3,2,Complex,Metaphtonymy,British
1028,0,30,42,Female,18-24,A-Level,Spanish,No,3936,5,5,1,Complex,Metaphtonymy,British
1030,-0.222222222,1,1,Female,18-24,A-Level,Spanish,No,10844,1,1,1,Complex,Metaphtonymy,Chinese
1030,-0.222222222,2,2,Female,18-24,A-Level,Spanish,No,4650,3,3,1,Complex,Metaphtonymy,Chinese
1030,-0.222222222,3,3,Female,18-24,A-Level,Spanish,No,14290,1,1,1,Complex,Metaphtonymy,Chinese
1030,-0.222222222,4,4,Female,18-24,A-Level,Spanish,No,11991,5,3,1,Complex,Metaphtonymy,Chinese
1030,-0.222222222,5,5,Female,18-24,A-Level,Spanish,No,15899,4,4,3,Complex,Metaphtonymy,Chinese
1030,-0.222222222,6,6,Female,18-24,A-Level,Spanish,No,7041,1,1,1,Simple,Metaphor,Chinese
1030,-0.222222222,7,7,Female,18-24,A-Level,Spanish,No,10595,4,3,3,Simple,Metonymy,Chinese
1030,-0.222222222,8,8,Female,18-24,A-Level,Spanish,No,16165,2,3,1,Complex,Metonymic chain,Chinese
1030,-0.222222222,9,11,Female,18-24,A-Level,Spanish,No,10942,5,4,2,Complex,Metaphoric complex,Chinese
1030,-0.222222222,10,13,Female,18-24,A-Level,Spanish,No,11135,2,2,1,Complex,Metaphoric complex,Chinese
1030,-0.222222222,11,16,Female,18-24,A-Level,Spanish,No,7677,3,3,2,Simple,Metonymy,Spanish
1030,-0.222222222,12,20,Female,18-24,A-Level,Spanish,No,16801,4,3,2,Complex,Metaphtonymy,Spanish
1030,-0.222222222,13,21,Female,18-24,A-Level,Spanish,No,12274,4,3,3,Simple,Metaphor,Spanish
1030,-0.222222222,14,22,Female,18-24,A-Level,Spanish,No,6912,1,1,1,Complex,Metaphtonymy,Spanish
1030,-0.222222222,15,23,Female,18-24,A-Level,Spanish,No,8169,3,4,2,Complex,Metaphtonymy,Spanish
1030,-0.222222222,16,24,Female,18-24,A-Level,Spanish,No,21794,1,2,1,Complex,Metaphtonymy,Spanish
1030,-0.222222222,17,25,Female,18-24,A-Level,Spanish,No,14142,2,3,2,Simple,Metaphor,Spanish
1030,-0.222222222,18,26,Female,18-24,A-Level,Spanish,No,12301,3,3,1,Complex,Metonymic chain,Spanish
1030,-0.222222222,19,27,Female,18-24,A-Level,Spanish,No,20927,1,1,1,Simple,Metonymy,Spanish
1030,-0.222222222,20,28,Female,18-24,A-Level,Spanish,No,12999,1,1,1,Simple,Metaphor,Spanish
1030,-0.222222222,21,29,Female,18-24,A-Level,Spanish,No,17853,2,3,2,Simple,Metonymy,British
1030,-0.222222222,22,30,Female,18-24,A-Level,Spanish,No,18373,1,1,1,Simple,Metaphor,British
1030,-0.222222222,23,33,Female,18-24,A-Level,Spanish,No,6071,1,4,1,Complex,Metaphtonymy,British
1030,-0.222222222,24,36,Female,18-24,A-Level,Spanish,No,13085,2,2,1,Complex,Metaphtonymy,British
1030,-0.222222222,25,37,Female,18-24,A-Level,Spanish,No,20223,2,5,1,Complex,Metaphtonymy,British
1030,-0.222222222,26,38,Female,18-24,A-Level,Spanish,No,9871,5,4,3,Simple,Metaphor,British
1030,-0.222222222,27,39,Female,18-24,A-Level,Spanish,No,16255,4,3,1,Simple,Metonymy,British
1030,-0.222222222,28,40,Female,18-24,A-Level,Spanish,No,11428,1,1,1,Simple,Metaphor,British
1030,-0.222222222,29,41,Female,18-24,A-Level,Spanish,No,10231,3,3,2,Complex,Metaphtonymy,British
1030,-0.222222222,30,42,Female,18-24,A-Level,Spanish,No,10259,4,5,1,Complex,Metaphtonymy,British
574114,-0.277777778,1,1,Male,18-24,A-Level,Chinese,Yes,4800,2,2,1,Complex,Metaphtonymy,Chinese
574114,-0.277777778,2,2,Male,18-24,A-Level,Chinese,Yes,3775,5,5,3,Complex,Metaphtonymy,Chinese
574114,-0.277777778,3,3,Male,18-24,A-Level,Chinese,Yes,7979,5,5,3,Complex,Metaphtonymy,Chinese
574114,-0.277777778,4,4,Male,18-24,A-Level,Chinese,Yes,4930,4,4,3,Complex,Metaphtonymy,Chinese
574114,-0.277777778,5,5,Male,18-24,A-Level,Chinese,Yes,3962,3,3,2,Complex,Metaphtonymy,Chinese
574114,-0.277777778,6,6,Male,18-24,A-Level,Chinese,Yes,7452,1,2,1,Simple,Metaphor,Chinese
574114,-0.277777778,7,7,Male,18-24,A-Level,Chinese,Yes,3253,5,5,3,Simple,Metonymy,Chinese
574114,-0.277777778,8,8,Male,18-24,A-Level,Chinese,Yes,2559,5,5,2,Complex,Metonymic chain,Chinese
574114,-0.277777778,9,11,Male,18-24,A-Level,Chinese,Yes,2415,3,3,2,Complex,Metaphoric complex,Chinese
574114,-0.277777778,10,13,Male,18-24,A-Level,Chinese,Yes,3651,4,4,3,Complex,Metaphoric complex,Chinese
574114,-0.277777778,11,16,Male,18-24,A-Level,Chinese,Yes,5107,1,1,1,Simple,Metonymy,Spanish
574114,-0.277777778,12,20,Male,18-24,A-Level,Chinese,Yes,12405,3,2,2,Complex,Metaphtonymy,Spanish
574114,-0.277777778,13,21,Male,18-24,A-Level,Chinese,Yes,4529,5,5,3,Simple,Metaphor,Spanish
574114,-0.277777778,14,22,Male,18-24,A-Level,Chinese,Yes,6508,4,4,2,Complex,Metaphtonymy,Spanish
574114,-0.277777778,15,23,Male,18-24,A-Level,Chinese,Yes,6866,1,1,1,Complex,Metaphtonymy,Spanish
574114,-0.277777778,16,24,Male,18-24,A-Level,Chinese,Yes,6586,1,1,1,Complex,Metaphtonymy,Spanish
574114,-0.277777778,17,25,Male,18-24,A-Level,Chinese,Yes,3870,5,5,3,Simple,Metaphor,Spanish
574114,-0.277777778,18,26,Male,18-24,A-Level,Chinese,Yes,6015,4,4,2,Complex,Metonymic chain,Spanish
574114,-0.277777778,19,27,Male,18-24,A-Level,Chinese,Yes,10145,1,1,1,Simple,Metonymy,Spanish
574114,-0.277777778,20,28,Male,18-24,A-Level,Chinese,Yes,7267,4,4,2,Simple,Metaphor,Spanish
574114,-0.277777778,21,29,Male,18-24,A-Level,Chinese,Yes,5245,4,4,3,Simple,Metonymy,British
574114,-0.277777778,22,30,Male,18-24,A-Level,Chinese,Yes,6798,3,4,2,Simple,Metaphor,British
574114,-0.277777778,23,33,Male,18-24,A-Level,Chinese,Yes,4926,2,2,1,Complex,Metaphtonymy,British
574114,-0.277777778,24,36,Male,18-24,A-Level,Chinese,Yes,3034,5,4,3,Complex,Metaphtonymy,British
574114,-0.277777778,25,37,Male,18-24,A-Level,Chinese,Yes,8328,5,5,3,Complex,Metaphtonymy,British
574114,-0.277777778,26,38,Male,18-24,A-Level,Chinese,Yes,3000,5,5,3,Simple,Metaphor,British
574114,-0.277777778,27,39,Male,18-24,A-Level,Chinese,Yes,18166,5,5,5,Simple,Metonymy,British
574114,-0.277777778,28,40,Male,18-24,A-Level,Chinese,Yes,9449,1,1,1,Simple,Metaphor,British
574114,-0.277777778,29,41,Male,18-24,A-Level,Chinese,Yes,8474,1,1,1,Complex,Metaphtonymy,British
574114,-0.277777778,30,42,Male,18-24,A-Level,Chinese,Yes,5803,4,5,2,Complex,Metaphtonymy,British
1010,-0.111111111,1,1,Female,25-34,Bachelor degree,Spanish,Yes,4498,4,4,3,Complex,Metaphtonymy,Chinese
1010,-0.111111111,2,2,Female,25-34,Bachelor degree,Spanish,Yes,6211,5,5,3,Complex,Metaphtonymy,Chinese
1010,-0.111111111,3,3,Female,25-34,Bachelor degree,Spanish,Yes,15736,4,4,4,Complex,Metaphtonymy,Chinese
1010,-0.111111111,4,4,Female,25-34,Bachelor degree,Spanish,Yes,17187,4,4,2,Complex,Metaphtonymy,Chinese
1010,-0.111111111,5,5,Female,25-34,Bachelor degree,Spanish,Yes,8056,5,5,3,Complex,Metaphtonymy,Chinese
1010,-0.111111111,6,6,Female,25-34,Bachelor degree,Spanish,Yes,14072,4,5,2,Simple,Metaphor,Chinese
1010,-0.111111111,7,7,Female,25-34,Bachelor degree,Spanish,Yes,5892,5,5,3,Simple,Metonymy,Chinese
1010,-0.111111111,8,8,Female,25-34,Bachelor degree,Spanish,Yes,17398,3,4,1,Complex,Metonymic chain,Chinese
1010,-0.111111111,9,11,Female,25-34,Bachelor degree,Spanish,Yes,11288,5,5,3,Complex,Metaphoric complex,Chinese
1010,-0.111111111,10,13,Female,25-34,Bachelor degree,Spanish,Yes,11337,4,4,3,Complex,Metaphoric complex,Chinese
1010,-0.111111111,11,16,Female,25-34,Bachelor degree,Spanish,Yes,7452,5,5,5,Simple,Metonymy,Spanish
