Subject,NFC,Ad_Trial,Ad_Real_No,Gender,Age,Education,Nationality_Participant,MarketingExperience,RT,Appreciation,Effectiveness,Humour,Complexity1,Complexity2,Advert_Nationality
30,1.388888889,2,2,Male,25-34,Postgraduate Doctoral,British,No,1816,3,4,2,Complex,Metaphtonymy,Chinese
30,1.388888889,3,3,Male,25-34,Postgraduate Doctoral,British,No,4050,3,4,2,Complex,Metaphtonymy,Chinese
30,1.388888889,4,4,Male,25-34,Postgraduate Doctoral,British,No,3106,4,4,1,Complex,Metaphtonymy,Chinese
30,1.388888889,5,5,Male,25-34,Postgraduate Doctoral,British,No,3309,4,4,1,Complex,Metaphtonymy,Chinese
30,1.388888889,6,6,Male,25-34,Postgraduate Doctoral,British,No,3537,3,4,1,Simple,Metaphor,Chinese
30,1.388888889,7,7,Male,25-34,Postgraduate Doctoral,British,No,1856,3,4,2,Simple,Metonymy,Chinese
30,1.388888889,8,8,Male,25-34,Postgraduate Doctoral,British,No,6467,3,2,1,Complex,Metonymic chain,Chinese
30,1.388888889,9,11,Male,25-34,Postgraduate Doctoral,British,No,4315,4,4,1,Complex,Metaphoric complex,Chinese
30,1.388888889,10,13,Male,25-34,Postgraduate Doctoral,British,No,7075,3,2,1,Complex,Metaphoric complex,Chinese
30,1.388888889,11,16,Male,25-34,Postgraduate Doctoral,British,No,4992,1,2,1,Simple,Metonymy,Spanish
30,1.388888889,12,20,Male,25-34,Postgraduate Doctoral,British,No,10146,3,2,1,Complex,Metaphtonymy,Spanish
30,1.388888889,13,21,Male,25-34,Postgraduate Doctoral,British,No,4495,3,4,1,Simple,Metaphor,Spanish
30,1.388888889,14,22,Male,25-34,Postgraduate Doctoral,British,No,5731,3,2,1,Complex,Metaphtonymy,Spanish
30,1.388888889,15,23,Male,25-34,Postgraduate Doctoral,British,No,4039,3,3,2,Complex,Metaphtonymy,Spanish
30,1.388888889,16,24,Male,25-34,Postgraduate Doctoral,British,No,4325,3,3,1,Complex,Metaphtonymy,Spanish
30,1.388888889,17,25,Male,25-34,Postgraduate Doctoral,British,No,2509,3,4,1,Simple,Metaphor,Spanish
30,1.388888889,18,26,Male,25-34,Postgraduate Doctoral,British,No,1766,3,4,1,Complex,Metonymic chain,Spanish
30,1.388888889,19,27,Male,25-34,Postgraduate Doctoral,British,No,9845,2,2,1,Simple,Metonymy,Spanish
30,1.388888889,20,28,Male,25-34,Postgraduate Doctoral,British,No,4572,3,4,1,Simple,Metaphor,Spanish
30,1.388888889,21,29,Male,25-34,Postgraduate Doctoral,British,No,5913,3,3,2,Simple,Metonymy,British
30,1.388888889,22,30,Male,25-34,Postgraduate Doctoral,British,No,2615,3,4,1,Simple,Metaphor,British
30,1.388888889,23,33,Male,25-34,Postgraduate Doctoral,British,No,2108,3,4,1,Complex,Metaphtonymy,British
30,1.388888889,24,36,Male,25-34,Postgraduate Doctoral,British,No,10192,2,1,1,Complex,Metaphtonymy,British
30,1.388888889,25,37,Male,25-34,Postgraduate Doctoral,British,No,3060,3,4,1,Complex,Metaphtonymy,British
30,1.388888889,26,38,Male,25-34,Postgraduate Doctoral,British,No,2514,3,4,1,Simple,Metaphor,British
30,1.388888889,27,39,Male,25-34,Postgraduate Doctoral,British,No,8662,2,1,1,Simple,Metonymy,British
30,1.388888889,28,40,Male,25-34,Postgraduate Doctoral,British,No,6621,3,1,1,Simple,Metaphor,British
30,1.388888889,29,41,Male,25-34,Postgraduate Doctoral,British,No,2845,3,4,2,Complex,Metaphtonymy,British
30,1.388888889,30,42,Male,25-34,Postgraduate Doctoral,British,No,2453,4,4,1,Complex,Metaphtonymy,British
1008,-0.222222222,1,1,Male,25-34,Postgraduate Doctoral,Spanish,No,6296,4,4,2,Complex,Metaphtonymy,Chinese
1008,-0.222222222,2,2,Male,25-34,Postgraduate Doctoral,Spanish,No,6077,4,4,1,Complex,Metaphtonymy,Chinese
1008,-0.222222222,3,3,Male,25-34,Postgraduate Doctoral,Spanish,No,6192,5,4,3,Complex,Metaphtonymy,Chinese
1008,-0.222222222,4,4,Male,25-34,Postgraduate Doctoral,Spanish,No,11293,4,4,2,Complex,Metaphtonymy,Chinese
1008,-0.222222222,5,5,Male,25-34,Postgraduate Doctoral,Spanish,No,11416,5,5,2,Complex,Metaphtonymy,Chinese
1008,-0.222222222,6,6,Male,25-34,Postgraduate Doctoral,Spanish,No,12445,4,3,2,Simple,Metaphor,Chinese
1008,-0.222222222,7,7,Male,25-34,Postgraduate Doctoral,Spanish,No,7846,2,2,1,Simple,Metonymy,Chinese
1008,-0.222222222,8,8,Male,25-34,Postgraduate Doctoral,Spanish,No,7203,2,2,1,Complex,Metonymic chain,Chinese
1008,-0.222222222,9,11,Male,25-34,Postgraduate Doctoral,Spanish,No,6057,4,4,1,Complex,Metaphoric complex,Chinese
1008,-0.222222222,10,13,Male,25-34,Postgraduate Doctoral,Spanish,No,9106,2,2,1,Complex,Metaphoric complex,Chinese
1008,-0.222222222,11,16,Male,25-34,Postgraduate Doctoral,Spanish,No,5998,4,4,1,Simple,Metonymy,Spanish
1008,-0.222222222,12,20,Male,25-34,Postgraduate Doctoral,Spanish,No,15054,4,4,2,Complex,Metaphtonymy,Spanish
1008,-0.222222222,13,21,Male,25-34,Postgraduate Doctoral,Spanish,No,9118,3,4,2,Simple,Metaphor,Spanish
1008,-0.222222222,14,22,Male,25-34,Postgraduate Doctoral,Spanish,No,12508,4,4,2,Complex,Metaphtonymy,Spanish
1008,-0.222222222,15,23,Male,25-34,Postgraduate Doctoral,Spanish,No,9539,2,2,1,Complex,Metaphtonymy,Spanish
1008,-0.222222222,16,24,Male,25-34,Postgraduate Doctoral,Spanish,No,10232,4,4,2,Complex,Metaphtonymy,Spanish
1008,-0.222222222,17,25,Male,25-34,Postgraduate Doctoral,Spanish,No,8033,3,2,1,Simple,Metaphor,Spanish
1008,-0.222222222,18,26,Male,25-34,Postgraduate Doctoral,Spanish,No,12084,2,2,1,Complex,Metonymic chain,Spanish
1008,-0.222222222,19,27,Male,25-34,Postgraduate Doctoral,Spanish,No,22850,3,3,1,Simple,Metonymy,Spanish
1008,-0.222222222,20,28,Male,25-34,Postgraduate Doctoral,Spanish,No,7816,3,2,1,Simple,Metaphor,Spanish
1008,-0.222222222,21,29,Male,25-34,Postgraduate Doctoral,Spanish,No,22619,1,1,1,Simple,Metonymy,British
1008,-0.222222222,22,30,Male,25-34,Postgraduate Doctoral,Spanish,No,12888,2,2,1,Simple,Metaphor,British
1008,-0.222222222,23,33,Male,25-34,Postgraduate Doctoral,Spanish,No,5951,4,4,2,Complex,Metaphtonymy,British
1008,-0.222222222,24,36,Male,25-34,Postgraduate Doctoral,Spanish,No,6142,4,4,2,Complex,Metaphtonymy,British
1008,-0.222222222,25,37,Male,25-34,Postgraduate Doctoral,Spanish,No,8519,5,5,1,Complex,Metaphtonymy,British
1008,-0.222222222,26,38,Male,25-34,Postgraduate Doctoral,Spanish,No,7189,2,2,1,Simple,Metaphor,British
1008,-0.222222222,27,39,Male,25-34,Postgraduate Doctoral,Spanish,No,19463,4,4,2,Simple,Metonymy,British
1008,-0.222222222,28,40,Male,25-34,Postgraduate Doctoral,Spanish,No,16036,1,1,1,Simple,Metaphor,British
1008,-0.222222222,29,41,Male,25-34,Postgraduate Doctoral,Spanish,No,16815,4,3,2,Complex,Metaphtonymy,British
1008,-0.222222222,30,42,Male,25-34,Postgraduate Doctoral,Spanish,No,11176,5,5,1,Complex,Metaphtonymy,British
1013,0.055555556,1,1,Female,25-34,Postgraduate Doctoral,Spanish,No,3335,3,5,1,Complex,Metaphtonymy,Chinese
1013,0.055555556,2,2,Female,25-34,Postgraduate Doctoral,Spanish,No,3124,3,5,2,Complex,Metaphtonymy,Chinese
1013,0.055555556,3,3,Female,25-34,Postgraduate Doctoral,Spanish,No,9386,2,2,2,Complex,Metaphtonymy,Chinese
1013,0.055555556,4,4,Female,25-34,Postgraduate Doctoral,Spanish,No,13009,1,1,1,Complex,Metaphtonymy,Chinese
1013,0.055555556,5,5,Female,25-34,Postgraduate Doctoral,Spanish,No,7700,1,1,1,Complex,Metaphtonymy,Chinese
1013,0.055555556,6,6,Female,25-34,Postgraduate Doctoral,Spanish,No,3716,3,5,1,Simple,Metaphor,Chinese
1013,0.055555556,7,7,Female,25-34,Postgraduate Doctoral,Spanish,No,2519,4,5,2,Simple,Metonymy,Chinese
1013,0.055555556,8,8,Female,25-34,Postgraduate Doctoral,Spanish,No,6836,1,1,1,Complex,Metonymic chain,Chinese
1013,0.055555556,9,11,Female,25-34,Postgraduate Doctoral,Spanish,No,7399,5,3,1,Complex,Metaphoric complex,Chinese
1013,0.055555556,10,13,Female,25-34,Postgraduate Doctoral,Spanish,No,4684,4,5,2,Complex,Metaphoric complex,Chinese
1013,0.055555556,11,16,Female,25-34,Postgraduate Doctoral,Spanish,No,4705,3,3,1,Simple,Metonymy,Spanish
1013,0.055555556,12,20,Female,25-34,Postgraduate Doctoral,Spanish,No,7147,1,2,1,Complex,Metaphtonymy,Spanish
1013,0.055555556,13,21,Female,25-34,Postgraduate Doctoral,Spanish,No,3351,5,5,3,Simple,Metaphor,Spanish
1013,0.055555556,14,22,Female,25-34,Postgraduate Doctoral,Spanish,No,3566,5,5,1,Complex,Metaphtonymy,Spanish
1013,0.055555556,15,23,Female,25-34,Postgraduate Doctoral,Spanish,No,4019,2,4,1,Complex,Metaphtonymy,Spanish
1013,0.055555556,16,24,Female,25-34,Postgraduate Doctoral,Spanish,No,4862,4,5,1,Complex,Metaphtonymy,Spanish
1013,0.055555556,17,25,Female,25-34,Postgraduate Doctoral,Spanish,No,3864,4,5,2,Simple,Metaphor,Spanish
1013,0.055555556,18,26,Female,25-34,Postgraduate Doctoral,Spanish,No,3609,2,3,1,Complex,Metonymic chain,Spanish
1013,0.055555556,19,27,Female,25-34,Postgraduate Doctoral,Spanish,No,4351,5,5,3,Simple,Metonymy,Spanish
1013,0.055555556,20,28,Female,25-34,Postgraduate Doctoral,Spanish,No,4059,4,5,1,Simple,Metaphor,Spanish
1013,0.055555556,21,29,Female,25-34,Postgraduate Doctoral,Spanish,No,9618,1,1,1,Simple,Metonymy,British
1013,0.055555556,22,30,Female,25-34,Postgraduate Doctoral,Spanish,No,5654,2,3,1,Simple,Metaphor,British
1013,0.055555556,23,33,Female,25-34,Postgraduate Doctoral,Spanish,No,2765,3,5,1,Complex,Metaphtonymy,British
1013,0.055555556,24,36,Female,25-34,Postgraduate Doctoral,Spanish,No,3314,2,3,1,Complex,Metaphtonymy,British
1013,0.055555556,25,37,Female,25-34,Postgraduate Doctoral,Spanish,No,6941,3,5,1,Complex,Metaphtonymy,British
1013,0.055555556,26,38,Female,25-34,Postgraduate Doctoral,Spanish,No,6321,5,5,3,Simple,Metaphor,British
1013,0.055555556,27,39,Female,25-34,Postgraduate Doctoral,Spanish,No,6796,2,3,1,Simple,Metonymy,British
1013,0.055555556,28,40,Female,25-34,Postgraduate Doctoral,Spanish,No,9861,1,1,1,Simple,Metaphor,British
1013,0.055555556,29,41,Female,25-34,Postgraduate Doctoral,Spanish,No,2989,5,5,3,Complex,Metaphtonymy,British
1013,0.055555556,30,42,Female,25-34,Postgraduate Doctoral,Spanish,No,3484,3,3,1,Complex,Metaphtonymy,British
1024,0.222222222,1,1,Male,25-34,Postgraduate Doctoral,Spanish,Yes,5162,4,4,2,Complex,Metaphtonymy,Chinese
1024,0.222222222,2,2,Male,25-34,Postgraduate Doctoral,Spanish,Yes,5415,4,4,2,Complex,Metaphtonymy,Chinese
1024,0.222222222,3,3,Male,25-34,Postgraduate Doctoral,Spanish,Yes,18074,2,1,1,Complex,Metaphtonymy,Chinese
1024,0.222222222,4,4,Male,25-34,Postgraduate Doctoral,Spanish,Yes,12417,4,4,2,Complex,Metaphtonymy,Chinese
1024,0.222222222,5,5,Male,25-34,Postgraduate Doctoral,Spanish,Yes,6724,3,4,1,Complex,Metaphtonymy,Chinese
1024,0.222222222,6,6,Male,25-34,Postgraduate Doctoral,Spanish,Yes,13625,3,3,1,Simple,Metaphor,Chinese
1024,0.222222222,7,7,Male,25-34,Postgraduate Doctoral,Spanish,Yes,6849,4,3,2,Simple,Metonymy,Chinese
1024,0.222222222,8,8,Male,25-34,Postgraduate Doctoral,Spanish,Yes,9670,3,2,1,Complex,Metonymic chain,Chinese
1024,0.222222222,9,11,Male,25-34,Postgraduate Doctoral,Spanish,Yes,13300,4,4,2,Complex,Metaphoric complex,Chinese
1024,0.222222222,10,13,Male,25-34,Postgraduate Doctoral,Spanish,Yes,11881,2,3,1,Complex,Metaphoric complex,Chinese
1024,0.222222222,11,16,Male,25-34,Postgraduate Doctoral,Spanish,Yes,7159,5,5,3,Simple,Metonymy,Spanish
1024,0.222222222,12,20,Male,25-34,Postgraduate Doctoral,Spanish,Yes,8893,4,3,2,Complex,Metaphtonymy,Spanish
1024,0.222222222,13,21,Male,25-34,Postgraduate Doctoral,Spanish,Yes,8371,4,4,1,Simple,Metaphor,Spanish
1024,0.222222222,14,22,Male,25-34,Postgraduate Doctoral,Spanish,Yes,15426,3,3,1,Complex,Metaphtonymy,Spanish
1024,0.222222222,15,23,Male,25-34,Postgraduate Doctoral,Spanish,Yes,5431,4,4,2,Complex,Metaphtonymy,Spanish
1024,0.222222222,16,24,Male,25-34,Postgraduate Doctoral,Spanish,Yes,10280,4,2,2,Complex,Metaphtonymy,Spanish
1024,0.222222222,17,25,Male,25-34,Postgraduate Doctoral,Spanish,Yes,6455,4,4,2,Simple,Metaphor,Spanish
1024,0.222222222,18,26,Male,25-34,Postgraduate Doctoral,Spanish,Yes,7929,4,4,2,Complex,Metonymic chain,Spanish
1024,0.222222222,19,27,Male,25-34,Postgraduate Doctoral,Spanish,Yes,19555,4,4,1,Simple,Metonymy,Spanish
1024,0.222222222,20,28,Male,25-34,Postgraduate Doctoral,Spanish,Yes,10703,4,4,2,Simple,Metaphor,Spanish
1024,0.222222222,21,29,Male,25-34,Postgraduate Doctoral,Spanish,Yes,8271,4,4,3,Simple,Metonymy,British
1024,0.222222222,22,30,Male,25-34,Postgraduate Doctoral,Spanish,Yes,11328,2,2,1,Simple,Metaphor,British
1024,0.222222222,23,33,Male,25-34,Postgraduate Doctoral,Spanish,Yes,5188,5,4,2,Complex,Metaphtonymy,British
1024,0.222222222,24,36,Male,25-34,Postgraduate Doctoral,Spanish,Yes,8442,4,3,1,Complex,Metaphtonymy,British
1024,0.222222222,25,37,Male,25-34,Postgraduate Doctoral,Spanish,Yes,16134,4,5,2,Complex,Metaphtonymy,British
1024,0.222222222,26,38,Male,25-34,Postgraduate Doctoral,Spanish,Yes,4220,5,5,3,Simple,Metaphor,British
1024,0.222222222,27,39,Male,25-34,Postgraduate Doctoral,Spanish,Yes,16785,3,2,1,Simple,Metonymy,British
1024,0.222222222,28,40,Male,25-34,Postgraduate Doctoral,Spanish,Yes,17085,3,2,1,Simple,Metaphor,British
1024,0.222222222,29,41,Male,25-34,Postgraduate Doctoral,Spanish,Yes,5761,5,5,3,Complex,Metaphtonymy,British
1024,0.222222222,30,42,Male,25-34,Postgraduate Doctoral,Spanish,Yes,8089,3,4,1,Complex,Metaphtonymy,British
18,1.055555556,1,1,Male,25-34,Postgraduate Masters,British,No,5843,4,4,2,Complex,Metaphtonymy,Chinese
18,1.055555556,2,2,Male,25-34,Postgraduate Masters,British,No,5236,4,4,2,Complex,Metaphtonymy,Chinese
18,1.055555556,3,3,Male,25-34,Postgraduate Masters,British,No,13105,3,2,2,Complex,Metaphtonymy,Chinese
18,1.055555556,4,4,Male,25-34,Postgraduate Masters,British,No,4672,4,5,2,Complex,Metaphtonymy,Chinese
18,1.055555556,5,5,Male,25-34,Postgraduate Masters,British,No,5547,5,5,1,Complex,Metaphtonymy,Chinese
18,1.055555556,6,6,Male,25-34,Postgraduate Masters,British,No,4894,4,4,2,Simple,Metaphor,Chinese
18,1.055555556,7,7,Male,25-34,Postgraduate Masters,British,No,3229,4,5,2,Simple,Metonymy,Chinese
18,1.055555556,8,8,Male,25-34,Postgraduate Masters,British,No,12207,4,5,1,Complex,Metonymic chain,Chinese
18,1.055555556,9,11,Male,25-34,Postgraduate Masters,British,No,9749,5,5,1,Complex,Metaphoric complex,Chinese
18,1.055555556,10,13,Male,25-34,Postgraduate Masters,British,No,17155,4,3,2,Complex,Metaphoric complex,Chinese
18,1.055555556,11,16,Male,25-34,Postgraduate Masters,British,No,7140,5,5,1,Simple,Metonymy,Spanish
18,1.055555556,12,20,Male,25-34,Postgraduate Masters,British,No,17748,2,2,1,Complex,Metaphtonymy,Spanish
18,1.055555556,13,21,Male,25-34,Postgraduate Masters,British,No,4973,4,5,2,Simple,Metaphor,Spanish
18,1.055555556,14,22,Male,25-34,Postgraduate Masters,British,No,13573,3,4,1,Complex,Metaphtonymy,Spanish
18,1.055555556,15,23,Male,25-34,Postgraduate Masters,British,No,7558,4,4,1,Complex,Metaphtonymy,Spanish
18,1.055555556,16,24,Male,25-34,Postgraduate Masters,British,No,5601,4,4,1,Complex,Metaphtonymy,Spanish
18,1.055555556,17,25,Male,25-34,Postgraduate Masters,British,No,6054,4,4,1,Simple,Metaphor,Spanish
18,1.055555556,18,26,Male,25-34,Postgraduate Masters,British,No,3880,4,5,1,Complex,Metonymic chain,Spanish
18,1.055555556,19,27,Male,25-34,Postgraduate Masters,British,No,18808,3,4,2,Simple,Metonymy,Spanish
18,1.055555556,20,28,Male,25-34,Postgraduate Masters,British,No,5712,4,5,1,Simple,Metaphor,Spanish
18,1.055555556,21,29,Male,25-34,Postgraduate Masters,British,No,8603,4,5,2,Simple,Metonymy,British
18,1.055555556,22,30,Male,25-34,Postgraduate Masters,British,No,3903,4,4,2,Simple,Metaphor,British
18,1.055555556,23,33,Male,25-34,Postgraduate Masters,British,No,1900,5,5,2,Complex,Metaphtonymy,British
18,1.055555556,24,36,Male,25-34,Postgraduate Masters,British,No,5640,4,4,1,Complex,Metaphtonymy,British
18,1.055555556,25,37,Male,25-34,Postgraduate Masters,British,No,5507,4,5,1,Complex,Metaphtonymy,British
18,1.055555556,26,38,Male,25-34,Postgraduate Masters,British,No,5511,5,5,2,Simple,Metaphor,British
18,1.055555556,27,39,Male,25-34,Postgraduate Masters,British,No,4146,4,5,1,Simple,Metonymy,British
18,1.055555556,28,40,Male,25-34,Postgraduate Masters,British,No,19994,2,1,1,Simple,Metaphor,British
18,1.055555556,29,41,Male,25-34,Postgraduate Masters,British,No,4262,4,5,2,Complex,Metaphtonymy,British
18,1.055555556,30,42,Male,25-34,Postgraduate Masters,British,No,6835,3,5,1,Complex,Metaphtonymy,British
21,1.222222222,1,1,Male,25-34,Postgraduate Masters,British,Yes,3938,1,2,1,Complex,Metaphtonymy,Chinese
21,1.222222222,2,2,Male,25-34,Postgraduate Masters,British,Yes,4211,3,3,2,Complex,Metaphtonymy,Chinese
21,1.222222222,3,3,Male,25-34,Postgraduate Masters,British,Yes,5560,2,2,1,Complex,Metaphtonymy,Chinese
21,1.222222222,4,4,Male,25-34,Postgraduate Masters,British,Yes,5219,3,4,2,Complex,Metaphtonymy,Chinese
21,1.222222222,5,5,Male,25-34,Postgraduate Masters,British,Yes,5655,3,3,1,Complex,Metaphtonymy,Chinese
21,1.222222222,6,6,Male,25-34,Postgraduate Masters,British,Yes,3076,3,1,1,Simple,Metaphor,Chinese
21,1.222222222,7,7,Male,25-34,Postgraduate Masters,British,Yes,3162,2,3,1,Simple,Metonymy,Chinese
21,1.222222222,8,8,Male,25-34,Postgraduate Masters,British,Yes,5847,2,2,1,Complex,Metonymic chain,Chinese
21,1.222222222,9,11,Male,25-34,Postgraduate Masters,British,Yes,9638,3,3,1,Complex,Metaphoric complex,Chinese
21,1.222222222,10,13,Male,25-34,Postgraduate Masters,British,Yes,8010,3,4,2,Complex,Metaphoric complex,Chinese
21,1.222222222,11,16,Male,25-34,Postgraduate Masters,British,Yes,4532,2,2,1,Simple,Metonymy,Spanish
21,1.222222222,12,20,Male,25-34,Postgraduate Masters,British,Yes,4870,3,3,2,Complex,Metaphtonymy,Spanish
21,1.222222222,13,21,Male,25-34,Postgraduate Masters,British,Yes,7553,2,2,1,Simple,Metaphor,Spanish
21,1.222222222,14,22,Male,25-34,Postgraduate Masters,British,Yes,5356,4,4,2,Complex,Metaphtonymy,Spanish
21,1.222222222,15,23,Male,25-34,Postgraduate Masters,British,Yes,9342,2,1,1,Complex,Metaphtonymy,Spanish
21,1.222222222,16,24,Male,25-34,Postgraduate Masters,British,Yes,5834,4,4,2,Complex,Metaphtonymy,Spanish
21,1.222222222,17,25,Male,25-34,Postgraduate Masters,British,Yes,7471,3,4,1,Simple,Metaphor,Spanish
21,1.222222222,18,26,Male,25-34,Postgraduate Masters,British,Yes,3619,4,4,1,Complex,Metonymic chain,Spanish
21,1.222222222,19,27,Male,25-34,Postgraduate Masters,British,Yes,11637,3,2,2,Simple,Metonymy,Spanish
21,1.222222222,20,28,Male,25-34,Postgraduate Masters,British,Yes,4110,4,4,2,Simple,Metaphor,Spanish
21,1.222222222,21,29,Male,25-34,Postgraduate Masters,British,Yes,5462,2,3,1,Simple,Metonymy,British
21,1.222222222,22,30,Male,25-34,Postgraduate Masters,British,Yes,4134,3,2,1,Simple,Metaphor,British
21,1.222222222,23,33,Male,25-34,Postgraduate Masters,British,Yes,3503,4,4,2,Complex,Metaphtonymy,British
21,1.222222222,24,36,Male,25-34,Postgraduate Masters,British,Yes,5806,3,3,1,Complex,Metaphtonymy,British
21,1.222222222,25,37,Male,25-34,Postgraduate Masters,British,Yes,9868,1,3,1,Complex,Metaphtonymy,British
21,1.222222222,26,38,Male,25-34,Postgraduate Masters,British,Yes,7087,2,2,1,Simple,Metaphor,British
21,1.222222222,27,39,Male,25-34,Postgraduate Masters,British,Yes,3652,3,2,1,Simple,Metonymy,British
21,1.222222222,28,40,Male,25-34,Postgraduate Masters,British,Yes,13338,2,1,1,Simple,Metaphor,British
21,1.222222222,29,41,Male,25-34,Postgraduate Masters,British,Yes,3130,4,5,2,Complex,Metaphtonymy,British
21,1.222222222,30,42,Male,25-34,Postgraduate Masters,British,Yes,7895,3,4,1,Complex,Metaphtonymy,British
1001,0.277777778,1,1,Female,25-34,Postgraduate Masters,Spanish,Yes,3536,4,5,3,Complex,Metaphtonymy,Chinese
1001,0.277777778,2,2,Female,25-34,Postgraduate Masters,Spanish,Yes,3301,4,5,3,Complex,Metaphtonymy,Chinese
1001,0.277777778,3,3,Female,25-34,Postgraduate Masters,Spanish,Yes,6496,5,4,3,Complex,Metaphtonymy,Chinese
1001,0.277777778,4,4,Female,25-34,Postgraduate Masters,Spanish,Yes,8004,4,4,3,Complex,Metaphtonymy,Chinese
1001,0.277777778,5,5,Female,25-34,Postgraduate Masters,Spanish,Yes,4230,3,4,2,Complex,Metaphtonymy,Chinese
1001,0.277777778,6,6,Female,25-34,Postgraduate Masters,Spanish,Yes,6530,4,3,2,Simple,Metaphor,Chinese
1001,0.277777778,7,7,Female,25-34,Postgraduate Masters,Spanish,Yes,3835,4,5,3,Simple,Metonymy,Chinese
1001,0.277777778,8,8,Female,25-34,Postgraduate Masters,Spanish,Yes,5379,3,5,2,Complex,Metonymic chain,Chinese
1001,0.277777778,9,11,Female,25-34,Postgraduate Masters,Spanish,Yes,5253,5,5,2,Complex,Metaphoric complex,Chinese
1001,0.277777778,10,13,Female,25-34,Postgraduate Masters,Spanish,Yes,6268,3,5,1,Complex,Metaphoric complex,Chinese
1001,0.277777778,11,16,Female,25-34,Postgraduate Masters,Spanish,Yes,6165,4,3,2,Simple,Metonymy,Spanish
1001,0.277777778,12,20,Female,25-34,Postgraduate Masters,Spanish,Yes,4830,5,5,3,Complex,Metaphtonymy,Spanish
1001,0.277777778,13,21,Female,25-34,Postgraduate Masters,Spanish,Yes,3668,5,5,3,Simple,Metaphor,Spanish
1001,0.277777778,14,22,Female,25-34,Postgraduate Masters,Spanish,Yes,6914,4,5,2,Complex,Metaphtonymy,Spanish
1001,0.277777778,15,23,Female,25-34,Postgraduate Masters,Spanish,Yes,5069,3,5,2,Complex,Metaphtonymy,Spanish
1001,0.277777778,16,24,Female,25-34,Postgraduate Masters,Spanish,Yes,5111,3,4,1,Complex,Metaphtonymy,Spanish
1001,0.277777778,17,25,Female,25-34,Postgraduate Masters,Spanish,Yes,7378,4,3,2,Simple,Metaphor,Spanish
1001,0.277777778,18,26,Female,25-34,Postgraduate Masters,Spanish,Yes,3961,4,5,2,Complex,Metonymic chain,Spanish
1001,0.277777778,19,27,Female,25-34,Postgraduate Masters,Spanish,Yes,8553,3,3,1,Simple,Metonymy,Spanish
1001,0.277777778,20,28,Female,25-34,Postgraduate Masters,Spanish,Yes,5185,4,5,2,Simple,Metaphor,Spanish
1001,0.277777778,21,29,Female,25-34,Postgraduate Masters,Spanish,Yes,5367,4,5,3,Simple,Metonymy,British
1001,0.277777778,22,30,Female,25-34,Postgraduate Masters,Spanish,Yes,7091,2,3,1,Simple,Metaphor,British
1001,0.277777778,23,33,Female,25-34,Postgraduate Masters,Spanish,Yes,2179,3,5,1,Complex,Metaphtonymy,British
1001,0.277777778,24,36,Female,25-34,Postgraduate Masters,Spanish,Yes,4580,4,4,2,Complex,Metaphtonymy,British
1001,0.277777778,25,37,Female,25-34,Postgraduate Masters,Spanish,Yes,6558,5,5,1,Complex,Metaphtonymy,British
1001,0.277777778,26,38,Female,25-34,Postgraduate Masters,Spanish,Yes,4587,4,4,1,Simple,Metaphor,British
1001,0.277777778,27,39,Female,25-34,Postgraduate Masters,Spanish,Yes,8106,3,3,1,Simple,Metonymy,British
1001,0.277777778,28,40,Female,25-34,Postgraduate Masters,Spanish,Yes,6399,4,4,2,Simple,Metaphor,British
1001,0.277777778,29,41,Female,25-34,Postgraduate Masters,Spanish,Yes,4723,5,5,5,Complex,Metaphtonymy,British
1001,0.277777778,30,42,Female,25-34,Postgraduate Masters,Spanish,Yes,5482,4,5,1,Complex,Metaphtonymy,British
1007,0,1,1,Female,25-34,Postgraduate Masters,Spanish,Yes,5398,5,5,3,Complex,Metaphtonymy,Chinese
1007,0,2,2,Female,25-34,Postgraduate Masters,Spanish,Yes,8536,4,4,2,Complex,Metaphtonymy,Chinese
1007,0,3,3,Female,25-34,Postgraduate Masters,Spanish,Yes,19397,2,2,1,Complex,Metaphtonymy,Chinese
1007,0,4,4,Female,25-34,Postgraduate Masters,Spanish,Yes,8284,4,5,2,Complex,Metaphtonymy,Chinese
1007,0,5,5,Female,25-34,Postgraduate Masters,Spanish,Yes,15672,5,5,3,Complex,Metaphtonymy,Chinese
1007,0,6,6,Female,25-34,Postgraduate Masters,Spanish,Yes,6016,5,5,3,Simple,Metaphor,Chinese
1007,0,7,7,Female,25-34,Postgraduate Masters,Spanish,Yes,23464,2,2,2,Simple,Metonymy,Chinese
1007,0,8,8,Female,25-34,Postgraduate Masters,Spanish,Yes,9125,3,3,2,Complex,Metonymic chain,Chinese
1007,0,9,11,Female,25-34,Postgraduate Masters,Spanish,Yes,9318,4,3,2,Complex,Metaphoric complex,Chinese
1007,0,10,13,Female,25-34,Postgraduate Masters,Spanish,Yes,15936,3,3,2,Complex,Metaphoric complex,Chinese
1007,0,11,16,Female,25-34,Postgraduate Masters,Spanish,Yes,7021,4,5,2,Simple,Metonymy,Spanish
1007,0,12,20,Female,25-34,Postgraduate Masters,Spanish,Yes,15904,2,2,1,Complex,Metaphtonymy,Spanish
1007,0,13,21,Female,25-34,Postgraduate Masters,Spanish,Yes,11227,3,3,1,Simple,Metaphor,Spanish
1007,0,14,22,Female,25-34,Postgraduate Masters,Spanish,Yes,19964,4,3,2,Complex,Metaphtonymy,Spanish
